Pattern,Engine,Input_Size,Time_ns,Time_std,Time_min,Time_max,Time_median,Time_ci_lower,Time_ci_upper,Matches
Adversarial/alt_words,std::regex,3,164.77,7.10,116.41,171.30,165.32,162.93,166.60,2000
Adversarial/any_2,CTRE-SIMD,2,0.71,0.17,0.68,2.03,0.69,0.67,0.76,10000
Adversarial/any_2,Hyperscan,2,29.05,1.16,27.85,32.50,28.43,28.75,29.35,10000
Adversarial/any_2,PCRE2,2,17.61,0.48,17.21,19.34,17.39,17.49,17.74,10000
Adversarial/any_2,RE2,2,32.28,1.31,30.78,40.40,31.91,31.94,32.62,10000
Adversarial/any_2,std::regex,2,73.52,3.35,71.21,89.34,72.36,72.66,74.39,2000
Adversarial/any_char,CTRE-SIMD,1,0.61,0.27,0.55,2.07,0.56,0.54,0.68,10000
Adversarial/any_char,Hyperscan,1,27.66,1.16,26.58,31.54,27.07,27.36,27.96,10000
Adversarial/any_char,PCRE2,1,17.93,0.50,17.42,19.47,17.70,17.80,18.06,10000
Adversarial/any_char,RE2,1,28.29,0.70,27.56,29.60,28.00,28.11,28.47,10000
Adversarial/any_char,std::regex,1,68.53,2.58,66.41,76.96,67.68,67.87,69.20,2000
Adversarial/bound_1_2,CTRE-SIMD,2,1.16,0.21,0.95,1.78,1.08,1.10,1.21,10000
Adversarial/bound_1_2,Hyperscan,2,31.08,1.41,29.89,34.88,30.30,30.71,31.44,10000
Adversarial/bound_1_2,PCRE2,2,20.00,0.61,19.29,21.96,19.79,19.84,20.15,10000
Adversarial/bound_1_2,RE2,2,31.70,0.66,31.07,33.16,31.39,31.53,31.87,10000
Adversarial/bound_1_2,std::regex,2,82.38,3.21,79.56,92.29,80.99,81.55,83.21,2000
Adversarial/bounded_1,CTRE-SIMD,1,0.72,0.03,0.71,0.92,0.72,0.71,0.73,10000
Adversarial/bounded_1,Hyperscan,1,27.52,0.92,26.60,30.10,27.14,27.28,27.76,10000
Adversarial/bounded_1,PCRE2,1,18.11,0.62,17.46,19.75,17.95,17.95,18.26,10000
Adversarial/bounded_1,RE2,1,28.73,1.05,27.54,31.72,28.34,28.45,29.00,10000
Adversarial/bounded_1,std::regex,1,70.55,3.73,64.81,80.09,69.28,69.59,71.52,2000
Adversarial/bounded_seq_6,CTRE-SIMD,6,2.24,0.18,2.20,3.55,2.21,2.20,2.29,10000
