Pattern,Engine,Input_Size,Time_ns,Time_std,Time_min,Time_max,Time_median,Time_ci_lower,Time_ci_upper,Matches
Adversarial/bounded_short,RE2,3,36.04,0.55,35.29,37.07,35.92,35.90,36.18,10000
Adversarial/bounded_short,std::regex,3,94.07,3.29,90.03,104.66,93.34,93.22,94.92,2000
Adversarial/capture_3,CTRE-Scalar,3,1.92,0.24,1.87,3.62,1.88,1.86,1.98,10000
Adversarial/capture_3,Hyperscan,3,30.40,1.08,29.09,33.16,30.14,30.12,30.68,10000
Adversarial/capture_3,PCRE2,3,24.79,3.72,22.30,32.98,22.92,23.83,25.75,10000
Adversarial/capture_3,RE2,3,35.25,0.77,34.22,37.38,35.17,35.05,35.45,10000
Adversarial/capture_3,std::regex,3,110.79,4.75,105.38,134.16,109.12,109.57,112.02,2000
Adversarial/capture_5,CTRE-Scalar,5,2.81,0.37,2.69,4.64,2.70,2.72,2.90,10000
Adversarial/capture_5,Hyperscan,5,33.84,1.05,32.41,36.66,33.55,33.57,34.11,10000
Adversarial/capture_5,PCRE2,5,26.24,0.82,25.31,28.53,26.03,26.03,26.46,10000
Adversarial/capture_5,RE2,5,41.72,0.77,40.58,43.89,41.57,41.52,41.92,10000
Adversarial/capture_5,std::regex,5,141.77,4.17,136.36,151.60,141.20,140.69,142.84,2000
Adversarial/capture_8,CTRE-Scalar,8,5.17,1.10,4.02,7.99,5.46,4.88,5.45,10000
Adversarial/capture_8,Hyperscan,8,7.29,0.42,7.13,9.17,7.13,7.18,7.40,0
Adversarial/capture_8,PCRE2,8,21.12,1.52,20.24,31.16,20.48,20.72,21.51,0
Adversarial/capture_8,RE2,8,41.43,1.01,40.13,45.40,41.25,41.17,41.69,0
Adversarial/capture_8,std::regex,8,101.01,3.32,97.38,111.76,99.64,100.15,101.86,0
Adversarial/class_5_5,CTRE-Scalar,10,3.65,0.20,3.61,5.18,3.62,3.59,3.70,10000
Adversarial/class_5_5,Hyperscan,10,7.28,0.39,7.13,8.70,7.14,7.17,7.38,0
Adversarial/class_5_5,PCRE2,10,16.84,0.62,16.41,19.13,16.53,16.68,17.00,0
Adversarial/class_5_5,RE2,10,30.67,0.93,29.19,32.86,30.36,30.43,30.91,0
Adversarial/class_5_5,std::regex,10,59.01,2.93,56.22,67.26,57.84,58.26,59.77,0
Adversarial/class_single,CTRE-Scalar,1,0.71,0.20,0.67,2.15,0.67,0.65,0.76,10000
Adversarial/class_single,Hyperscan,1,27.57,0.80,26.62,29.69,27.27,27.37,27.78,10000
Adversarial/class_single,PCRE2,1,17.95,0.62,17.50,20.86,17.65,17.79,18.11,10000
Adversarial/class_single,RE2,1,28.74,1.00,27.52,31.09,28.51,28.49,29.00,10000
Adversarial/class_single,std::regex,1,69.14,3.50,65.57,77.37,68.03,68.23,70.04,2000
Adversarial/complex_id,CTRE-Scalar,105,99.44,1.37,97.01,100.32,99.94,97.74,101.14,10000
Adversarial/complex_id,CTRE-Scalar,13,8.02,0.98,7.01,9.13,7.51,6.81,9.24,10000
Adversarial/complex_id,CTRE-Scalar,15,9.95,1.52,8.93,12.59,9.60,8.06,11.83,10000
Adversarial/complex_id,CTRE-Scalar,1545,1467.44,0.58,1466.83,1468.12,1467.27,1466.72,1468.16,10000
Adversarial/complex_id,CTRE-Scalar,201,188.03,1.12,186.71,189.78,187.92,186.64,189.42,10000
Adversarial/complex_id,CTRE-Scalar,21,13.61,0.25,13.41,13.91,13.44,13.30,13.93,10000
Adversarial/complex_id,CTRE-Scalar,3079,2895.05,3.44,2890.82,2899.23,2895.74,2890.78,2899.32,10000
