Pattern,Engine,Input_Size,Time_ns,Matches
Complex/http_method,CTRE,64,34.35,10000
Complex/http_method,RE2,64,143.41,10000
Complex/http_method,PCRE2,64,40.37,10000
Complex/http_method,Hyperscan,64,142.45,10000
Complex/http_method,std::regex,64,1387.2,2000
Complex/http_method,CTRE,128,68.92,10000
Complex/http_method,RE2,128,232.34,10000
Complex/http_method,PCRE2,128,57.91,10000
Complex/http_method,Hyperscan,128,381.48,10000
Complex/http_method,std::regex,128,2431.16,2000
Complex/http_method,CTRE,256,137.58,10000
Complex/http_method,RE2,256,429.0,10000
Complex/http_method,PCRE2,256,91.53,10000
Complex/http_method,Hyperscan,256,659.67,10000
Complex/http_method,std::regex,256,4902.48,2000
Complex/http_method,CTRE,512,275.9,10000
Complex/http_method,RE2,512,779.48,10000
Complex/http_method,PCRE2,512,166.72,10000
Complex/http_method,Hyperscan,512,1207.94,10000
Complex/http_method,std::regex,512,9176.99,2000
Complex/http_method,CTRE,1024,558.28,10000
Complex/http_method,RE2,1024,1487.11,10000
Complex/http_method,PCRE2,1024,305.71,10000
Complex/http_method,Hyperscan,1024,2303.16,10000
Complex/http_method,std::regex,1024,16400.47,2000
Complex/http_method,CTRE,2048,1144.21,10000
Complex/http_method,RE2,2048,2988.13,10000
Complex/http_method,PCRE2,2048,581.67,10000
Complex/http_method,Hyperscan,2048,4503.43,10000
Complex/http_method,std::regex,2048,41410.66,2000
Complex/http_method,CTRE,4096,2251.87,10000
Complex/http_method,RE2,4096,5927.09,10000
Complex/http_method,PCRE2,4096,1132.22,10000
Complex/http_method,Hyperscan,4096,8890.47,10000
Complex/http_method,std::regex,4096,96049.72,2000
Complex/http_method,CTRE,8192,4528.64,10000
Complex/http_method,RE2,8192,11657.15,10000
Complex/http_method,PCRE2,8192,2233.97,10000
Complex/http_method,Hyperscan,8192,17678.08,10000
Complex/http_method,std::regex,8192,234127.55,2000
Complex/http_method,CTRE,16384,9068.15,10000
Complex/http_method,RE2,16384,23464.43,10000
Complex/http_method,PCRE2,16384,4438.13,10000
Complex/http_method,Hyperscan,16384,35253.61,10000
Complex/http_method,CTRE,32768,19098.3,10000
Complex/http_method,RE2,32768,47100.47,10000
Complex/http_method,PCRE2,32768,8861.6,10000
Complex/http_method,Hyperscan,32768,70433.12,10000
Complex/letters_digits,CTRE,16,10.3,10000
Complex/letters_digits,RE2,16,75.08,10000
Complex/letters_digits,PCRE2,16,23.21,10000
Complex/letters_digits,Hyperscan,16,53.2,10000
Complex/letters_digits,std::regex,16,265.63,2000
Complex/letters_digits,CTRE,32,18.74,10000
Complex/letters_digits,RE2,32,95.14,10000
Complex/letters_digits,PCRE2,32,29.29,10000
Complex/letters_digits,Hyperscan,32,84.2,10000
Complex/letters_digits,std::regex,32,646.72,2000
Complex/letters_digits,CTRE,64,35.61,10000
Complex/letters_digits,RE2,64,139.3,10000
Complex/letters_digits,PCRE2,64,41.11,10000
Complex/letters_digits,Hyperscan,64,73.29,10000
Complex/letters_digits,std::regex,64,1300.25,2000
Complex/letters_digits,CTRE,128,69.83,10000
Complex/letters_digits,RE2,128,227.78,10000
Complex/letters_digits,PCRE2,128,66.33,10000
Complex/letters_digits,Hyperscan,128,107.41,10000
Complex/letters_digits,std::regex,128,2666.98,2000
Complex/letters_digits,CTRE,256,139.84,10000
Complex/letters_digits,RE2,256,406.76,10000
Complex/letters_digits,PCRE2,256,117.78,10000
Complex/letters_digits,Hyperscan,256,174.92,10000
Complex/letters_digits,std::regex,256,5155.1,2000
Complex/letters_digits,CTRE,512,512.89,10000
Complex/letters_digits,RE2,512,766.66,10000
Complex/letters_digits,PCRE2,512,220.04,10000
Complex/letters_digits,Hyperscan,512,312.41,10000
Complex/letters_digits,std::regex,512,10279.12,2000
Complex/letters_digits,CTRE,1024,563.05,10000
Complex/letters_digits,RE2,1024,1494.51,10000
Complex/letters_digits,PCRE2,1024,434.51,10000
Complex/letters_digits,Hyperscan,1024,588.49,10000
Complex/letters_digits,std::regex,1024,20600.43,2000
Complex/letters_digits,CTRE,2048,1109.8,10000
Complex/letters_digits,RE2,2048,2943.56,10000
Complex/letters_digits,PCRE2,2048,859.55,10000
Complex/letters_digits,Hyperscan,2048,1135.74,10000
Complex/letters_digits,std::regex,2048,52209.69,2000
Complex/letters_digits,CTRE,4096,2203.82,10000
Complex/letters_digits,RE2,4096,5787.59,10000
Complex/letters_digits,PCRE2,4096,1674.37,10000
Complex/letters_digits,Hyperscan,4096,2230.96,10000
Complex/letters_digits,std::regex,4096,98310.25,2000
Complex/letters_digits,CTRE,8192,4408.33,10000
Complex/letters_digits,RE2,8192,11589.72,10000
Complex/letters_digits,PCRE2,8192,3322.32,10000
Complex/letters_digits,Hyperscan,8192,4420.06,10000
Complex/letters_digits,std::regex,8192,231386.28,2000
Complex/letters_digits,CTRE,16384,8797.8,10000
Complex/letters_digits,RE2,16384,23178.28,10000
Complex/letters_digits,PCRE2,16384,6626.25,10000
Complex/letters_digits,Hyperscan,16384,8801.43,10000
Complex/letters_digits,CTRE,32768,17572.17,10000
Complex/letters_digits,RE2,32768,46035.52,10000
Complex/letters_digits,PCRE2,32768,13212.83,10000
Complex/letters_digits,Hyperscan,32768,17570.03,10000
Complex/http_header,CTRE,16,9.79,10000
Complex/http_header,RE2,16,75.4,10000
Complex/http_header,PCRE2,16,27.58,10000
Complex/http_header,Hyperscan,16,52.56,10000
Complex/http_header,std::regex,16,297.21,2000
Complex/http_header,CTRE,32,19.71,10000
Complex/http_header,RE2,32,94.06,10000
Complex/http_header,PCRE2,32,36.75,10000
Complex/http_header,Hyperscan,32,83.73,10000
Complex/http_header,std::regex,32,479.19,2000
Complex/http_header,CTRE,64,36.48,10000
Complex/http_header,RE2,64,140.56,10000
Complex/http_header,PCRE2,64,53.92,10000
Complex/http_header,Hyperscan,64,142.9,10000
Complex/http_header,std::regex,64,985.58,2000
Complex/http_header,CTRE,128,70.24,10000
Complex/http_header,RE2,128,228.61,10000
Complex/http_header,PCRE2,128,88.73,10000
Complex/http_header,Hyperscan,128,336.29,10000
Complex/http_header,std::regex,128,2540.9,2000
Complex/http_header,CTRE,256,140.68,10000
Complex/http_header,RE2,256,407.15,10000
Complex/http_header,PCRE2,256,158.68,10000
Complex/http_header,Hyperscan,256,584.77,10000
Complex/http_header,std::regex,256,3955.55,2000
Complex/http_header,CTRE,512,289.3,10000
Complex/http_header,RE2,512,766.49,10000
Complex/http_header,PCRE2,512,298.17,10000
Complex/http_header,Hyperscan,512,1016.46,10000
Complex/http_header,std::regex,512,7877.14,2000
Complex/http_header,CTRE,1024,574.87,10000
Complex/http_header,RE2,1024,1510.68,10000
Complex/http_header,PCRE2,1024,591.63,10000
Complex/http_header,Hyperscan,1024,1845.93,10000
Complex/http_header,std::regex,1024,16130.13,2000
Complex/http_header,CTRE,2048,1138.9,10000
Complex/http_header,RE2,2048,2933.52,10000
Complex/http_header,PCRE2,2048,1153.01,10000
Complex/http_header,Hyperscan,2048,3518.07,10000
Complex/http_header,std::regex,2048,35065.54,2000
Complex/http_header,CTRE,4096,2281.76,10000
Complex/http_header,RE2,4096,5813.32,10000
Complex/http_header,PCRE2,4096,2284.68,10000
Complex/http_header,Hyperscan,4096,6856.6,10000
Complex/http_header,std::regex,4096,93951.26,2000
Complex/http_header,CTRE,8192,4569.78,10000
Complex/http_header,RE2,8192,11555.07,10000
Complex/http_header,PCRE2,8192,4528.87,10000
Complex/http_header,Hyperscan,8192,13556.83,10000
Complex/http_header,std::regex,8192,234168.81,2000
Complex/http_header,CTRE,16384,9154.46,10000
Complex/http_header,RE2,16384,23143.23,10000
Complex/http_header,PCRE2,16384,9016.76,10000
Complex/http_header,Hyperscan,16384,26987.03,10000
Complex/http_header,CTRE,32768,18335.63,10000
Complex/http_header,RE2,32768,46048.8,10000
Complex/http_header,PCRE2,32768,18068.21,10000
Complex/http_header,Hyperscan,32768,54082.27,10000
Complex/log_time,CTRE,16,9.26,10000
Complex/log_time,RE2,16,75.45,10000
Complex/log_time,PCRE2,16,23.87,10000
Complex/log_time,Hyperscan,16,52.64,10000
Complex/log_time,std::regex,16,243.2,2000
Complex/log_time,CTRE,32,17.69,10000
Complex/log_time,RE2,32,94.57,10000
Complex/log_time,PCRE2,32,31.51,10000
Complex/log_time,Hyperscan,32,83.44,10000
Complex/log_time,std::regex,32,663.88,2000
Complex/log_time,CTRE,64,35.15,10000
Complex/log_time,RE2,64,139.91,10000
Complex/log_time,PCRE2,64,47.48,10000
Complex/log_time,Hyperscan,64,73.87,10000
Complex/log_time,std::regex,64,1326.08,2000
Complex/log_time,CTRE,128,68.3,10000
Complex/log_time,RE2,128,227.87,10000
Complex/log_time,PCRE2,128,72.63,10000
Complex/log_time,Hyperscan,128,106.24,10000
Complex/log_time,std::regex,128,2761.15,2000
Complex/log_time,CTRE,256,139.67,10000
Complex/log_time,RE2,256,416.01,10000
Complex/log_time,PCRE2,256,135.73,10000
Complex/log_time,Hyperscan,256,176.39,10000
Complex/log_time,std::regex,256,5686.19,2000
Complex/log_time,CTRE,512,274.53,10000
Complex/log_time,RE2,512,777.63,10000
Complex/log_time,PCRE2,512,251.59,10000
Complex/log_time,Hyperscan,512,311.31,10000
Complex/log_time,std::regex,512,11552.46,2000
Complex/log_time,CTRE,1024,550.87,10000
Complex/log_time,RE2,1024,1515.8,10000
Complex/log_time,PCRE2,1024,500.03,10000
Complex/log_time,Hyperscan,1024,587.52,10000
Complex/log_time,std::regex,1024,23482.23,2000
Complex/log_time,CTRE,2048,1115.51,10000
Complex/log_time,RE2,2048,2944.3,10000
Complex/log_time,PCRE2,2048,970.48,10000
Complex/log_time,Hyperscan,2048,1136.91,10000
Complex/log_time,std::regex,2048,55403.57,2000
Complex/log_time,CTRE,4096,2211.49,10000
Complex/log_time,RE2,4096,5934.21,10000
Complex/log_time,PCRE2,4096,1906.57,10000
Complex/log_time,Hyperscan,4096,2230.97,10000
Complex/log_time,std::regex,4096,105337.36,2000
Complex/log_time,CTRE,8192,4411.23,10000
Complex/log_time,RE2,8192,11621.97,10000
Complex/log_time,PCRE2,8192,3787.75,10000
Complex/log_time,Hyperscan,8192,4418.26,10000
Complex/log_time,std::regex,8192,231349.54,2000
Complex/log_time,CTRE,16384,8809.24,10000
Complex/log_time,RE2,16384,22877.53,10000
Complex/log_time,PCRE2,16384,7540.88,10000
Complex/log_time,Hyperscan,16384,8804.99,10000
Complex/log_time,CTRE,32768,17586.69,10000
Complex/log_time,RE2,32768,46004.88,10000
Complex/log_time,PCRE2,32768,15113.54,10000
Complex/log_time,Hyperscan,32768,17566.05,10000
