Running category: NonMatch
Pattern,Engine,Input_Size,Time_ns,Matches
NonMatch/dom_suffix,std::regex,8192,265882.14,0
NonMatch/dom_suffix,CTRE-Scalar,16384,28917.66,0
NonMatch/dom_suffix,RE2,16384,23057.90,0
NonMatch/dom_suffix,PCRE2,16384,589.94,0
NonMatch/dom_suffix,Hyperscan,16384,461.13,0
NonMatch/dom_suffix,CTRE-Scalar,32768,66401.31,0
NonMatch/dom_suffix,RE2,32768,45818.32,0
NonMatch/dom_suffix,PCRE2,32768,1267.99,0
NonMatch/dom_suffix,Hyperscan,32768,1153.92,0
NonMatch/dom_prefix,CTRE-Scalar,16,0.76,0
NonMatch/dom_prefix,RE2,16,26.67,0
NonMatch/dom_prefix,PCRE2,16,16.45,0
NonMatch/dom_prefix,Hyperscan,16,12.56,0
NonMatch/dom_prefix,std::regex,16,53.09,0
NonMatch/dom_prefix,CTRE-Scalar,32,0.81,0
NonMatch/dom_prefix,RE2,32,45.93,0
NonMatch/dom_prefix,PCRE2,32,16.53,0
NonMatch/dom_prefix,Hyperscan,32,12.66,0
NonMatch/dom_prefix,std::regex,32,60.74,0
NonMatch/dom_prefix,CTRE-Scalar,64,0.93,0
NonMatch/dom_prefix,RE2,64,44.47,0
NonMatch/dom_prefix,PCRE2,64,17.02,0
NonMatch/dom_prefix,Hyperscan,64,12.34,0
NonMatch/dom_prefix,std::regex,64,53.11,0
NonMatch/dom_prefix,CTRE-Scalar,128,0.86,0
NonMatch/dom_prefix,RE2,128,43.97,0
NonMatch/dom_prefix,PCRE2,128,16.46,0
NonMatch/dom_prefix,Hyperscan,128,25.27,0
NonMatch/dom_prefix,std::regex,128,56.26,0
NonMatch/dom_prefix,CTRE-Scalar,256,0.87,0
NonMatch/dom_prefix,RE2,256,44.44,0
NonMatch/dom_prefix,PCRE2,256,16.49,0
NonMatch/dom_prefix,Hyperscan,256,25.32,0
NonMatch/dom_prefix,std::regex,256,53.09,0
NonMatch/dom_prefix,CTRE-Scalar,512,0.87,0
NonMatch/dom_prefix,RE2,512,43.83,0
NonMatch/dom_prefix,PCRE2,512,17.47,0
NonMatch/dom_prefix,Hyperscan,512,25.30,0
NonMatch/dom_prefix,std::regex,512,53.11,0
NonMatch/dom_prefix,CTRE-Scalar,1024,0.88,0
NonMatch/dom_prefix,RE2,1024,45.32,0
NonMatch/dom_prefix,PCRE2,1024,16.46,0
NonMatch/dom_prefix,Hyperscan,1024,25.91,0
NonMatch/dom_prefix,std::regex,1024,53.10,0
NonMatch/dom_prefix,CTRE-Scalar,2048,0.92,0
NonMatch/dom_prefix,RE2,2048,43.90,0
NonMatch/dom_prefix,PCRE2,2048,17.82,0
NonMatch/dom_prefix,Hyperscan,2048,26.16,0
NonMatch/dom_prefix,std::regex,2048,53.10,0
NonMatch/dom_prefix,CTRE-Scalar,4096,0.97,0
NonMatch/dom_prefix,RE2,4096,44.53,0
NonMatch/dom_prefix,PCRE2,4096,17.98,0
NonMatch/dom_prefix,Hyperscan,4096,25.77,0
NonMatch/dom_prefix,std::regex,4096,53.17,0
NonMatch/dom_prefix,CTRE-Scalar,8192,0.98,0
NonMatch/dom_prefix,RE2,8192,45.30,0
NonMatch/dom_prefix,PCRE2,8192,16.56,0
NonMatch/dom_prefix,Hyperscan,8192,25.64,0
NonMatch/dom_prefix,std::regex,8192,53.07,0
NonMatch/dom_prefix,CTRE-Scalar,16384,0.97,0
NonMatch/dom_prefix,RE2,16384,44.79,0
NonMatch/dom_prefix,PCRE2,16384,16.50,0
NonMatch/dom_prefix,Hyperscan,16384,25.43,0
NonMatch/dom_prefix,CTRE-Scalar,32768,1.13,0
NonMatch/dom_prefix,RE2,32768,43.97,0
NonMatch/dom_prefix,PCRE2,32768,16.48,0
NonMatch/dom_prefix,Hyperscan,32768,25.41,0
NonMatch/dom_middle,CTRE-Scalar,16,21.43,0
NonMatch/dom_middle,RE2,16,69.66,0
NonMatch/dom_middle,PCRE2,16,16.75,0
NonMatch/dom_middle,Hyperscan,16,27.63,0
NonMatch/dom_middle,std::regex,16,323.61,0
NonMatch/dom_middle,CTRE-Scalar,32,44.83,0
NonMatch/dom_middle,RE2,32,90.84,0
NonMatch/dom_middle,PCRE2,32,17.46,0
NonMatch/dom_middle,Hyperscan,32,57.21,0
NonMatch/dom_middle,std::regex,32,631.76,0
NonMatch/dom_middle,CTRE-Scalar,64,98.02,0
NonMatch/dom_middle,RE2,64,136.30,0
NonMatch/dom_middle,PCRE2,64,18.07,0
NonMatch/dom_middle,Hyperscan,64,115.98,0
NonMatch/dom_middle,std::regex,64,1429.81,0
NonMatch/dom_middle,CTRE-Scalar,128,206.69,0
NonMatch/dom_middle,RE2,128,225.32,0
NonMatch/dom_middle,PCRE2,128,18.78,0
NonMatch/dom_middle,Hyperscan,128,82.69,0
NonMatch/dom_middle,std::regex,128,3690.98,0
NonMatch/dom_middle,CTRE-Scalar,256,412.58,0
NonMatch/dom_middle,RE2,256,405.69,0
NonMatch/dom_middle,PCRE2,256,23.83,0
NonMatch/dom_middle,Hyperscan,256,83.79,0
NonMatch/dom_middle,std::regex,256,7799.85,0
NonMatch/dom_middle,CTRE-Scalar,512,828.10,0
NonMatch/dom_middle,RE2,512,780.72,0
NonMatch/dom_middle,PCRE2,512,32.35,0
NonMatch/dom_middle,Hyperscan,512,87.32,0
NonMatch/dom_middle,std::regex,512,15729.62,0
NonMatch/dom_middle,CTRE-Scalar,1024,1692.67,0
NonMatch/dom_middle,RE2,1024,1479.86,0
NonMatch/dom_middle,PCRE2,1024,48.38,0
NonMatch/dom_middle,Hyperscan,1024,103.39,0
NonMatch/dom_middle,std::regex,1024,29231.72,0
NonMatch/dom_middle,CTRE-Scalar,2048,3446.97,0
NonMatch/dom_middle,RE2,2048,2900.51,0
NonMatch/dom_middle,PCRE2,2048,85.88,0
NonMatch/dom_middle,Hyperscan,2048,126.85,0
NonMatch/dom_middle,std::regex,2048,59773.12,0
NonMatch/dom_middle,CTRE-Scalar,4096,7216.23,0
NonMatch/dom_middle,RE2,4096,5818.66,0
NonMatch/dom_middle,PCRE2,4096,164.01,0
NonMatch/dom_middle,Hyperscan,4096,177.50,0
NonMatch/dom_middle,std::regex,4096,127180.09,0
NonMatch/dom_middle,CTRE-Scalar,8192,14067.68,0
NonMatch/dom_middle,RE2,8192,11477.98,0
NonMatch/dom_middle,PCRE2,8192,304.55,0
NonMatch/dom_middle,Hyperscan,8192,268.77,0
NonMatch/dom_middle,std::regex,8192,261277.11,0
NonMatch/dom_middle,CTRE-Scalar,16384,29574.70,0
NonMatch/dom_middle,RE2,16384,22894.33,0
NonMatch/dom_middle,PCRE2,16384,592.86,0
NonMatch/dom_middle,Hyperscan,16384,459.07,0
NonMatch/dom_middle,CTRE-Scalar,32768,64469.28,0
NonMatch/dom_middle,RE2,32768,46121.63,0
NonMatch/dom_middle,PCRE2,32768,1270.03,0
NonMatch/dom_middle,Hyperscan,32768,1139.54,0
NonMatch/dom_alt,CTRE-Scalar,16,1.61,0
NonMatch/dom_alt,RE2,16,27.69,0
NonMatch/dom_alt,PCRE2,16,17.67,0
NonMatch/dom_alt,Hyperscan,16,7.75,0
NonMatch/dom_alt,std::regex,16,69.05,0
NonMatch/dom_alt,CTRE-Scalar,32,1.65,0
NonMatch/dom_alt,RE2,32,45.82,0
NonMatch/dom_alt,PCRE2,32,18.19,0
NonMatch/dom_alt,Hyperscan,32,7.17,0
NonMatch/dom_alt,std::regex,32,68.73,0
NonMatch/dom_alt,CTRE-Scalar,64,1.75,0
NonMatch/dom_alt,RE2,64,45.63,0
NonMatch/dom_alt,PCRE2,64,26.11,0
NonMatch/dom_alt,Hyperscan,64,7.74,0
NonMatch/dom_alt,std::regex,64,70.00,0
NonMatch/dom_alt,CTRE-Scalar,128,1.81,0
NonMatch/dom_alt,RE2,128,46.78,0
NonMatch/dom_alt,PCRE2,128,17.77,0
NonMatch/dom_alt,Hyperscan,128,7.30,0
NonMatch/dom_alt,std::regex,128,67.54,0
NonMatch/dom_alt,CTRE-Scalar,256,1.83,0
NonMatch/dom_alt,RE2,256,46.02,0
NonMatch/dom_alt,PCRE2,256,18.16,0
NonMatch/dom_alt,Hyperscan,256,7.27,0
NonMatch/dom_alt,std::regex,256,67.45,0
NonMatch/dom_alt,CTRE-Scalar,512,1.84,0
NonMatch/dom_alt,RE2,512,46.67,0
NonMatch/dom_alt,PCRE2,512,17.71,0
NonMatch/dom_alt,Hyperscan,512,7.18,0
NonMatch/dom_alt,std::regex,512,69.76,0
NonMatch/dom_alt,CTRE-Scalar,1024,1.88,0
NonMatch/dom_alt,RE2,1024,46.86,0
NonMatch/dom_alt,PCRE2,1024,17.69,0
NonMatch/dom_alt,Hyperscan,1024,7.18,0
NonMatch/dom_alt,std::regex,1024,72.39,0
NonMatch/dom_alt,CTRE-Scalar,2048,1.88,0
NonMatch/dom_alt,RE2,2048,45.44,0
NonMatch/dom_alt,PCRE2,2048,17.96,0
NonMatch/dom_alt,Hyperscan,2048,7.25,0
NonMatch/dom_alt,std::regex,2048,69.74,0
NonMatch/dom_alt,CTRE-Scalar,4096,1.77,0
NonMatch/dom_alt,RE2,4096,46.60,0
NonMatch/dom_alt,PCRE2,4096,17.74,0
NonMatch/dom_alt,Hyperscan,4096,7.32,0
NonMatch/dom_alt,std::regex,4096,72.52,0
NonMatch/dom_alt,CTRE-Scalar,8192,1.97,0
NonMatch/dom_alt,RE2,8192,46.03,0
NonMatch/dom_alt,PCRE2,8192,17.69,0
NonMatch/dom_alt,Hyperscan,8192,7.35,0
NonMatch/dom_alt,std::regex,8192,67.42,0
NonMatch/dom_alt,CTRE-Scalar,16384,1.91,0
NonMatch/dom_alt,RE2,16384,46.62,0
NonMatch/dom_alt,PCRE2,16384,17.64,0
NonMatch/dom_alt,Hyperscan,16384,8.71,0
NonMatch/dom_alt,CTRE-Scalar,32768,2.05,0
NonMatch/dom_alt,RE2,32768,46.49,0
NonMatch/dom_alt,PCRE2,32768,17.66,0
NonMatch/dom_alt,Hyperscan,32768,8.04,0
NonMatch/region_suffix,CTRE-Scalar,16,2.15,0
NonMatch/region_suffix,RE2,16,28.13,0
NonMatch/region_suffix,PCRE2,16,17.78,0
NonMatch/region_suffix,Hyperscan,16,7.98,0
NonMatch/region_suffix,std::regex,16,99.15,0
NonMatch/region_suffix,CTRE-Scalar,32,1.87,0
NonMatch/region_suffix,RE2,32,47.18,0
NonMatch/region_suffix,PCRE2,32,17.90,0
NonMatch/region_suffix,Hyperscan,32,7.17,0
NonMatch/region_suffix,std::regex,32,97.76,0
NonMatch/region_suffix,CTRE-Scalar,64,1.98,0
NonMatch/region_suffix,RE2,64,45.76,0
NonMatch/region_suffix,PCRE2,64,17.79,0
NonMatch/region_suffix,Hyperscan,64,7.19,0
NonMatch/region_suffix,std::regex,64,99.59,0
NonMatch/region_suffix,CTRE-Scalar,128,2.15,0
NonMatch/region_suffix,RE2,128,46.91,0
NonMatch/region_suffix,PCRE2,128,17.77,0
NonMatch/region_suffix,Hyperscan,128,8.19,0
NonMatch/region_suffix,std::regex,128,103.44,0
NonMatch/region_suffix,CTRE-Scalar,256,2.24,0
NonMatch/region_suffix,RE2,256,47.35,0
NonMatch/region_suffix,PCRE2,256,18.66,0
NonMatch/region_suffix,Hyperscan,256,7.82,0
NonMatch/region_suffix,std::regex,256,100.27,0
NonMatch/region_suffix,CTRE-Scalar,512,2.15,0
NonMatch/region_suffix,RE2,512,45.89,0
NonMatch/region_suffix,PCRE2,512,17.80,0
NonMatch/region_suffix,Hyperscan,512,7.17,0
NonMatch/region_suffix,std::regex,512,99.84,0
NonMatch/region_suffix,CTRE-Scalar,1024,2.07,0
NonMatch/region_suffix,RE2,1024,46.41,0
NonMatch/region_suffix,PCRE2,1024,19.17,0
NonMatch/region_suffix,Hyperscan,1024,7.22,0
NonMatch/region_suffix,std::regex,1024,100.57,0
NonMatch/region_suffix,CTRE-Scalar,2048,2.12,0
NonMatch/region_suffix,RE2,2048,46.43,0
NonMatch/region_suffix,PCRE2,2048,17.96,0
NonMatch/region_suffix,Hyperscan,2048,8.20,0
NonMatch/region_suffix,std::regex,2048,99.75,0
NonMatch/region_suffix,CTRE-Scalar,4096,2.52,0
NonMatch/region_suffix,RE2,4096,47.12,0
NonMatch/region_suffix,PCRE2,4096,17.81,0
NonMatch/region_suffix,Hyperscan,4096,7.31,0
NonMatch/region_suffix,std::regex,4096,91.52,0
NonMatch/region_suffix,CTRE-Scalar,8192,2.38,0
NonMatch/region_suffix,RE2,8192,46.38,0
NonMatch/region_suffix,PCRE2,8192,17.77,0
NonMatch/region_suffix,Hyperscan,8192,7.36,0
NonMatch/region_suffix,std::regex,8192,98.95,0
NonMatch/region_suffix,CTRE-Scalar,16384,2.25,0
NonMatch/region_suffix,RE2,16384,45.97,0
NonMatch/region_suffix,PCRE2,16384,17.80,0
NonMatch/region_suffix,Hyperscan,16384,7.54,0
NonMatch/region_suffix,CTRE-Scalar,32768,2.50,0
NonMatch/region_suffix,RE2,32768,47.44,0
NonMatch/region_suffix,PCRE2,32768,18.44,0
NonMatch/region_suffix,Hyperscan,32768,7.63,0
NonMatch/dom_url,CTRE-Scalar,16,0.83,0
NonMatch/dom_url,RE2,16,26.70,0
NonMatch/dom_url,PCRE2,16,16.75,0
NonMatch/dom_url,Hyperscan,16,12.35,0
NonMatch/dom_url,std::regex,16,54.67,0
NonMatch/dom_url,CTRE-Scalar,32,0.86,0
NonMatch/dom_url,RE2,32,45.34,0
NonMatch/dom_url,PCRE2,32,17.01,0
NonMatch/dom_url,Hyperscan,32,12.35,0
NonMatch/dom_url,std::regex,32,54.73,0
NonMatch/dom_url,CTRE-Scalar,64,1.02,0
NonMatch/dom_url,RE2,64,44.34,0
NonMatch/dom_url,PCRE2,64,18.62,0
NonMatch/dom_url,Hyperscan,64,12.52,0
NonMatch/dom_url,std::regex,64,58.21,0
NonMatch/dom_url,CTRE-Scalar,128,0.90,0
NonMatch/dom_url,RE2,128,43.93,0
NonMatch/dom_url,PCRE2,128,19.34,0
NonMatch/dom_url,Hyperscan,128,25.34,0
NonMatch/dom_url,std::regex,128,58.61,0
NonMatch/dom_url,CTRE-Scalar,256,0.92,0
NonMatch/dom_url,RE2,256,44.42,0
NonMatch/dom_url,PCRE2,256,23.80,0
NonMatch/dom_url,Hyperscan,256,26.65,0
NonMatch/dom_url,std::regex,256,59.82,0
NonMatch/dom_url,CTRE-Scalar,512,0.92,0
NonMatch/dom_url,RE2,512,43.92,0
NonMatch/dom_url,PCRE2,512,30.89,0
NonMatch/dom_url,Hyperscan,512,25.49,0
NonMatch/dom_url,std::regex,512,54.69,0
NonMatch/dom_url,CTRE-Scalar,1024,0.95,0
NonMatch/dom_url,RE2,1024,44.23,0
NonMatch/dom_url,PCRE2,1024,50.06,0
NonMatch/dom_url,Hyperscan,1024,25.28,0
NonMatch/dom_url,std::regex,1024,54.78,0
NonMatch/dom_url,CTRE-Scalar,2048,0.99,0
