Running category: NonMatch
Pattern,Engine,Input_Size,Time_ns,Matches
NonMatch/url_on_digits,RE2,1024,45.74,0
NonMatch/url_on_digits,PCRE2,1024,16.62,0
NonMatch/url_on_digits,Hyperscan,1024,27.05,0
NonMatch/url_on_digits,std::regex,1024,54.13,0
NonMatch/url_on_digits,CTRE,2048,0.98,0
NonMatch/url_on_digits,RE2,2048,45.01,0
NonMatch/url_on_digits,PCRE2,2048,16.62,0
NonMatch/url_on_digits,Hyperscan,2048,27.16,0
NonMatch/url_on_digits,std::regex,2048,53.69,0
NonMatch/url_on_digits,CTRE,4096,1.02,0
NonMatch/url_on_digits,RE2,4096,45.35,0
NonMatch/url_on_digits,PCRE2,4096,16.61,0
NonMatch/url_on_digits,Hyperscan,4096,27.13,0
NonMatch/url_on_digits,std::regex,4096,53.87,0
NonMatch/url_on_digits,CTRE,8192,1.02,0
NonMatch/url_on_digits,RE2,8192,45.38,0
NonMatch/url_on_digits,PCRE2,8192,18.31,0
NonMatch/url_on_digits,Hyperscan,8192,25.31,0
NonMatch/url_on_digits,std::regex,8192,54.60,0
NonMatch/url_on_digits,CTRE,16384,1.02,0
NonMatch/url_on_digits,RE2,16384,45.02,0
NonMatch/url_on_digits,PCRE2,16384,16.69,0
NonMatch/url_on_digits,Hyperscan,16384,25.33,0
NonMatch/url_on_digits,CTRE,32768,1.10,0
NonMatch/url_on_digits,RE2,32768,45.47,0
NonMatch/url_on_digits,PCRE2,32768,16.65,0
NonMatch/url_on_digits,Hyperscan,32768,25.52,0
NonMatch/dom_suffix,CTRE,16,18.56,0
NonMatch/dom_suffix,RE2,16,69.29,0
NonMatch/dom_suffix,PCRE2,16,16.83,0
NonMatch/dom_suffix,Hyperscan,16,29.38,0
NonMatch/dom_suffix,std::regex,16,349.40,0
NonMatch/dom_suffix,CTRE,32,40.73,0
NonMatch/dom_suffix,RE2,32,91.43,0
NonMatch/dom_suffix,PCRE2,32,17.90,0
NonMatch/dom_suffix,Hyperscan,32,57.08,0
NonMatch/dom_suffix,std::regex,32,710.36,0
NonMatch/dom_suffix,CTRE,64,87.55,0
NonMatch/dom_suffix,RE2,64,136.95,0
NonMatch/dom_suffix,PCRE2,64,18.43,0
NonMatch/dom_suffix,Hyperscan,64,115.79,0
NonMatch/dom_suffix,std::regex,64,1421.89,0
NonMatch/dom_suffix,CTRE,128,186.31,0
NonMatch/dom_suffix,RE2,128,225.19,0
NonMatch/dom_suffix,PCRE2,128,19.79,0
NonMatch/dom_suffix,Hyperscan,128,81.39,0
NonMatch/dom_suffix,std::regex,128,3164.12,0
NonMatch/dom_suffix,CTRE,256,379.46,0
NonMatch/dom_suffix,RE2,256,406.70,0
NonMatch/dom_suffix,PCRE2,256,22.85,0
NonMatch/dom_suffix,Hyperscan,256,82.29,0
NonMatch/dom_suffix,std::regex,256,7074.57,0
NonMatch/dom_suffix,CTRE,512,757.70,0
NonMatch/dom_suffix,RE2,512,758.11,0
NonMatch/dom_suffix,PCRE2,512,32.04,0
NonMatch/dom_suffix,Hyperscan,512,90.12,0
NonMatch/dom_suffix,std::regex,512,14215.14,0
NonMatch/dom_suffix,CTRE,1024,1736.64,0
NonMatch/dom_suffix,RE2,1024,1472.84,0
NonMatch/dom_suffix,PCRE2,1024,49.49,0
NonMatch/dom_suffix,Hyperscan,1024,102.82,0
NonMatch/dom_suffix,std::regex,1024,29623.06,0
NonMatch/dom_suffix,CTRE,2048,3352.21,0
NonMatch/dom_suffix,RE2,2048,2895.72,0
NonMatch/dom_suffix,PCRE2,2048,86.41,0
NonMatch/dom_suffix,Hyperscan,2048,128.20,0
NonMatch/dom_suffix,std::regex,2048,58578.75,0
NonMatch/dom_suffix,CTRE,4096,7044.16,0
NonMatch/dom_suffix,RE2,4096,5762.39,0
NonMatch/dom_suffix,PCRE2,4096,163.33,0
NonMatch/dom_suffix,Hyperscan,4096,176.23,0
NonMatch/dom_suffix,std::regex,4096,128483.37,0
NonMatch/dom_suffix,CTRE,8192,13943.99,0
NonMatch/dom_suffix,RE2,8192,11500.77,0
NonMatch/dom_suffix,PCRE2,8192,304.71,0
NonMatch/dom_suffix,Hyperscan,8192,270.84,0
NonMatch/dom_suffix,std::regex,8192,258336.22,0
NonMatch/dom_suffix,CTRE,16384,29185.70,0
NonMatch/dom_suffix,RE2,16384,22965.74,0
NonMatch/dom_suffix,PCRE2,16384,591.77,0
NonMatch/dom_suffix,Hyperscan,16384,460.19,0
NonMatch/dom_suffix,CTRE,32768,63520.97,0
NonMatch/dom_suffix,RE2,32768,46061.26,0
NonMatch/dom_suffix,PCRE2,32768,1291.48,0
NonMatch/dom_suffix,Hyperscan,32768,1167.59,0
NonMatch/dom_prefix,CTRE,16,0.77,0
NonMatch/dom_prefix,RE2,16,26.83,0
NonMatch/dom_prefix,PCRE2,16,16.52,0
NonMatch/dom_prefix,Hyperscan,16,12.61,0
NonMatch/dom_prefix,std::regex,16,56.94,0
NonMatch/dom_prefix,CTRE,32,0.81,0
NonMatch/dom_prefix,RE2,32,45.06,0
NonMatch/dom_prefix,PCRE2,32,16.51,0
NonMatch/dom_prefix,Hyperscan,32,12.40,0
NonMatch/dom_prefix,std::regex,32,59.77,0
NonMatch/dom_prefix,CTRE,64,0.94,0
NonMatch/dom_prefix,RE2,64,44.63,0
NonMatch/dom_prefix,PCRE2,64,17.44,0
NonMatch/dom_prefix,Hyperscan,64,13.22,0
NonMatch/dom_prefix,std::regex,64,52.00,0
NonMatch/dom_prefix,CTRE,128,0.85,0
NonMatch/dom_prefix,RE2,128,44.40,0
NonMatch/dom_prefix,PCRE2,128,16.54,0
NonMatch/dom_prefix,Hyperscan,128,25.30,0
NonMatch/dom_prefix,std::regex,128,58.11,0
NonMatch/dom_prefix,CTRE,256,0.87,0
NonMatch/dom_prefix,RE2,256,44.14,0
NonMatch/dom_prefix,PCRE2,256,17.21,0
NonMatch/dom_prefix,Hyperscan,256,25.36,0
NonMatch/dom_prefix,std::regex,256,54.95,0
NonMatch/dom_prefix,CTRE,512,0.86,0
NonMatch/dom_prefix,RE2,512,43.71,0
NonMatch/dom_prefix,PCRE2,512,17.35,0
NonMatch/dom_prefix,Hyperscan,512,25.37,0
NonMatch/dom_prefix,std::regex,512,52.02,0
NonMatch/dom_prefix,CTRE,1024,0.90,0
NonMatch/dom_prefix,RE2,1024,44.80,0
NonMatch/dom_prefix,PCRE2,1024,16.56,0
NonMatch/dom_prefix,Hyperscan,1024,26.56,0
NonMatch/dom_prefix,std::regex,1024,52.00,0
NonMatch/dom_prefix,CTRE,2048,1.06,0
NonMatch/dom_prefix,RE2,2048,44.75,0
NonMatch/dom_prefix,PCRE2,2048,16.57,0
NonMatch/dom_prefix,Hyperscan,2048,25.50,0
NonMatch/dom_prefix,std::regex,2048,52.13,0
NonMatch/dom_prefix,CTRE,4096,1.15,0
NonMatch/dom_prefix,RE2,4096,44.51,0
NonMatch/dom_prefix,PCRE2,4096,16.51,0
NonMatch/dom_prefix,Hyperscan,4096,25.74,0
NonMatch/dom_prefix,std::regex,4096,52.56,0
NonMatch/dom_prefix,CTRE,8192,0.96,0
NonMatch/dom_prefix,RE2,8192,45.45,0
NonMatch/dom_prefix,PCRE2,8192,16.57,0
NonMatch/dom_prefix,Hyperscan,8192,25.31,0
NonMatch/dom_prefix,std::regex,8192,58.45,0
NonMatch/dom_prefix,CTRE,16384,0.97,0
NonMatch/dom_prefix,RE2,16384,45.26,0
NonMatch/dom_prefix,PCRE2,16384,16.60,0
NonMatch/dom_prefix,Hyperscan,16384,26.06,0
NonMatch/dom_prefix,CTRE,32768,1.06,0
NonMatch/dom_prefix,RE2,32768,44.80,0
NonMatch/dom_prefix,PCRE2,32768,16.59,0
NonMatch/dom_prefix,Hyperscan,32768,26.26,0
NonMatch/dom_middle,CTRE,16,20.59,0
NonMatch/dom_middle,RE2,16,69.84,0
NonMatch/dom_middle,PCRE2,16,16.84,0
NonMatch/dom_middle,Hyperscan,16,27.15,0
NonMatch/dom_middle,std::regex,16,352.71,0
NonMatch/dom_middle,CTRE,32,46.96,0
NonMatch/dom_middle,RE2,32,91.88,0
NonMatch/dom_middle,PCRE2,32,17.11,0
NonMatch/dom_middle,Hyperscan,32,56.70,0
NonMatch/dom_middle,std::regex,32,716.00,0
NonMatch/dom_middle,CTRE,64,102.42,0
NonMatch/dom_middle,RE2,64,137.66,0
NonMatch/dom_middle,PCRE2,64,17.69,0
NonMatch/dom_middle,Hyperscan,64,115.95,0
NonMatch/dom_middle,std::regex,64,1588.75,0
NonMatch/dom_middle,CTRE,128,225.87,0
NonMatch/dom_middle,RE2,128,225.91,0
NonMatch/dom_middle,PCRE2,128,18.88,0
NonMatch/dom_middle,Hyperscan,128,82.82,0
NonMatch/dom_middle,std::regex,128,3416.18,0
NonMatch/dom_middle,CTRE,256,441.12,0
NonMatch/dom_middle,RE2,256,405.27,0
NonMatch/dom_middle,PCRE2,256,23.94,0
NonMatch/dom_middle,Hyperscan,256,83.54,0
NonMatch/dom_middle,std::regex,256,7072.45,0
NonMatch/dom_middle,CTRE,512,891.57,0
NonMatch/dom_middle,RE2,512,760.83,0
NonMatch/dom_middle,PCRE2,512,31.32,0
NonMatch/dom_middle,Hyperscan,512,87.93,0
NonMatch/dom_middle,std::regex,512,14491.49,0
NonMatch/dom_middle,CTRE,1024,1820.43,0
NonMatch/dom_middle,RE2,1024,1508.12,0
NonMatch/dom_middle,PCRE2,1024,50.13,0
NonMatch/dom_middle,Hyperscan,1024,102.75,0
NonMatch/dom_middle,std::regex,1024,28712.79,0
NonMatch/dom_middle,CTRE,2048,3757.97,0
NonMatch/dom_middle,RE2,2048,2925.60,0
NonMatch/dom_middle,PCRE2,2048,86.78,0
NonMatch/dom_middle,Hyperscan,2048,125.85,0
NonMatch/dom_middle,std::regex,2048,55713.65,0
NonMatch/dom_middle,CTRE,4096,7407.03,0
NonMatch/dom_middle,RE2,4096,5786.15,0
NonMatch/dom_middle,PCRE2,4096,166.83,0
NonMatch/dom_middle,Hyperscan,4096,181.52,0
NonMatch/dom_middle,std::regex,4096,128472.45,0
NonMatch/dom_middle,CTRE,8192,14978.84,0
NonMatch/dom_middle,RE2,8192,11483.23,0
NonMatch/dom_middle,PCRE2,8192,308.85,0
NonMatch/dom_middle,Hyperscan,8192,271.02,0
NonMatch/dom_middle,std::regex,8192,255151.63,0
NonMatch/dom_middle,CTRE,16384,31476.46,0
NonMatch/dom_middle,RE2,16384,22930.15,0
NonMatch/dom_middle,PCRE2,16384,598.20,0
NonMatch/dom_middle,Hyperscan,16384,460.36,0
NonMatch/dom_middle,CTRE,32768,67600.76,0
NonMatch/dom_middle,RE2,32768,45956.52,0
NonMatch/dom_middle,PCRE2,32768,1287.95,0
NonMatch/dom_middle,Hyperscan,32768,1151.64,0
NonMatch/dom_alt,CTRE,16,1.63,0
NonMatch/dom_alt,RE2,16,27.69,0
NonMatch/dom_alt,PCRE2,16,17.78,0
NonMatch/dom_alt,Hyperscan,16,7.18,0
NonMatch/dom_alt,std::regex,16,67.68,0
NonMatch/dom_alt,CTRE,32,1.69,0
NonMatch/dom_alt,RE2,32,45.63,0
NonMatch/dom_alt,PCRE2,32,17.84,0
NonMatch/dom_alt,Hyperscan,32,7.24,0
NonMatch/dom_alt,std::regex,32,67.28,0
NonMatch/dom_alt,CTRE,64,1.68,0
NonMatch/dom_alt,RE2,64,45.41,0
NonMatch/dom_alt,PCRE2,64,18.52,0
NonMatch/dom_alt,Hyperscan,64,7.33,0
NonMatch/dom_alt,std::regex,64,69.44,0
NonMatch/dom_alt,CTRE,128,1.77,0
NonMatch/dom_alt,RE2,128,46.07,0
NonMatch/dom_alt,PCRE2,128,17.91,0
NonMatch/dom_alt,Hyperscan,128,7.34,0
NonMatch/dom_alt,std::regex,128,67.44,0
NonMatch/dom_alt,CTRE,256,1.79,0
NonMatch/dom_alt,RE2,256,46.14,0
NonMatch/dom_alt,PCRE2,256,17.81,0
NonMatch/dom_alt,Hyperscan,256,7.66,0
NonMatch/dom_alt,std::regex,256,67.19,0
NonMatch/dom_alt,CTRE,512,2.02,0
NonMatch/dom_alt,RE2,512,46.43,0
NonMatch/dom_alt,PCRE2,512,17.83,0
NonMatch/dom_alt,Hyperscan,512,7.24,0
NonMatch/dom_alt,std::regex,512,69.45,0
NonMatch/dom_alt,CTRE,1024,2.16,0
NonMatch/dom_alt,RE2,1024,46.17,0
NonMatch/dom_alt,PCRE2,1024,17.81,0
NonMatch/dom_alt,Hyperscan,1024,7.29,0
NonMatch/dom_alt,std::regex,1024,71.19,0
NonMatch/dom_alt,CTRE,2048,1.75,0
NonMatch/dom_alt,RE2,2048,46.27,0
NonMatch/dom_alt,PCRE2,2048,17.87,0
NonMatch/dom_alt,Hyperscan,2048,7.31,0
NonMatch/dom_alt,std::regex,2048,70.45,0
NonMatch/dom_alt,CTRE,4096,1.87,0
NonMatch/dom_alt,RE2,4096,45.37,0
NonMatch/dom_alt,PCRE2,4096,18.66,0
NonMatch/dom_alt,Hyperscan,4096,7.93,0
NonMatch/dom_alt,std::regex,4096,67.22,0
NonMatch/dom_alt,CTRE,8192,1.93,0
NonMatch/dom_alt,RE2,8192,46.76,0
NonMatch/dom_alt,PCRE2,8192,17.81,0
NonMatch/dom_alt,Hyperscan,8192,7.27,0
NonMatch/dom_alt,std::regex,8192,67.20,0
NonMatch/dom_alt,CTRE,16384,2.33,0
NonMatch/dom_alt,RE2,16384,47.84,0
NonMatch/dom_alt,PCRE2,16384,18.19,0
NonMatch/dom_alt,Hyperscan,16384,7.51,0
NonMatch/dom_alt,CTRE,32768,1.93,0
NonMatch/dom_alt,RE2,32768,45.71,0
NonMatch/dom_alt,PCRE2,32768,18.80,0
NonMatch/dom_alt,Hyperscan,32768,8.02,0
NonMatch/region_suffix,CTRE,16,2.13,0
NonMatch/region_suffix,RE2,16,28.12,0
NonMatch/region_suffix,PCRE2,16,17.87,0
NonMatch/region_suffix,Hyperscan,16,7.39,0
NonMatch/region_suffix,std::regex,16,77.95,0
NonMatch/region_suffix,CTRE,32,2.16,0
NonMatch/region_suffix,RE2,32,47.64,0
NonMatch/region_suffix,PCRE2,32,17.90,0
NonMatch/region_suffix,Hyperscan,32,7.18,0
NonMatch/region_suffix,std::regex,32,78.56,0
NonMatch/region_suffix,CTRE,64,3.04,0
NonMatch/region_suffix,RE2,64,45.92,0
NonMatch/region_suffix,PCRE2,64,17.88,0
NonMatch/region_suffix,Hyperscan,64,7.19,0
NonMatch/region_suffix,std::regex,64,78.70,0
NonMatch/region_suffix,CTRE,128,2.20,0
NonMatch/region_suffix,RE2,128,47.80,0
NonMatch/region_suffix,PCRE2,128,17.87,0
NonMatch/region_suffix,Hyperscan,128,7.19,0
NonMatch/region_suffix,std::regex,128,85.62,0
NonMatch/region_suffix,CTRE,256,2.04,0
NonMatch/region_suffix,RE2,256,47.19,0
NonMatch/region_suffix,PCRE2,256,17.96,0
NonMatch/region_suffix,Hyperscan,256,7.21,0
NonMatch/region_suffix,std::regex,256,81.80,0
NonMatch/region_suffix,CTRE,512,2.11,0
NonMatch/region_suffix,RE2,512,47.53,0
NonMatch/region_suffix,PCRE2,512,17.88,0
NonMatch/region_suffix,Hyperscan,512,8.24,0
NonMatch/region_suffix,std::regex,512,78.95,0
NonMatch/region_suffix,CTRE,1024,2.35,0
NonMatch/region_suffix,RE2,1024,46.02,0
NonMatch/region_suffix,PCRE2,1024,17.93,0
NonMatch/region_suffix,Hyperscan,1024,7.22,0
NonMatch/region_suffix,std::regex,1024,82.69,0
NonMatch/region_suffix,CTRE,2048,2.48,0
NonMatch/region_suffix,RE2,2048,47.80,0
NonMatch/region_suffix,PCRE2,2048,17.89,0
NonMatch/region_suffix,Hyperscan,2048,7.26,0
NonMatch/region_suffix,std::regex,2048,92.26,0
NonMatch/region_suffix,CTRE,4096,2.45,0
NonMatch/region_suffix,RE2,4096,46.91,0
NonMatch/region_suffix,PCRE2,4096,17.91,0
NonMatch/region_suffix,Hyperscan,4096,7.29,0
NonMatch/region_suffix,std::regex,4096,78.60,0
NonMatch/region_suffix,CTRE,8192,2.43,0
NonMatch/region_suffix,RE2,8192,47.20,0
NonMatch/region_suffix,PCRE2,8192,17.88,0
NonMatch/region_suffix,Hyperscan,8192,7.32,0
NonMatch/region_suffix,std::regex,8192,78.14,0
NonMatch/region_suffix,CTRE,16384,2.18,0
NonMatch/region_suffix,RE2,16384,45.80,0
NonMatch/region_suffix,PCRE2,16384,19.20,0
NonMatch/region_suffix,Hyperscan,16384,7.51,0
NonMatch/region_suffix,CTRE,32768,2.62,0
NonMatch/region_suffix,RE2,32768,47.41,0
NonMatch/region_suffix,PCRE2,32768,18.04,0
NonMatch/region_suffix,Hyperscan,32768,8.91,0
NonMatch/dom_url,CTRE,16,0.76,0
NonMatch/dom_url,RE2,16,26.68,0
NonMatch/dom_url,PCRE2,16,16.88,0
NonMatch/dom_url,Hyperscan,16,12.42,0
NonMatch/dom_url,std::regex,16,54.67,0
NonMatch/dom_url,CTRE,32,0.81,0
NonMatch/dom_url,RE2,32,44.83,0
NonMatch/dom_url,PCRE2,32,17.10,0
NonMatch/dom_url,Hyperscan,32,12.33,0
NonMatch/dom_url,std::regex,32,54.69,0
NonMatch/dom_url,CTRE,64,0.94,0
NonMatch/dom_url,RE2,64,44.67,0
NonMatch/dom_url,PCRE2,64,18.54,0
NonMatch/dom_url,Hyperscan,64,12.52,0
NonMatch/dom_url,std::regex,64,54.42,0
NonMatch/dom_url,CTRE,128,0.86,0
NonMatch/dom_url,RE2,128,43.79,0
NonMatch/dom_url,PCRE2,128,18.87,0
NonMatch/dom_url,Hyperscan,128,25.45,0
NonMatch/dom_url,std::regex,128,56.62,0
NonMatch/dom_url,CTRE,256,0.87,0
NonMatch/dom_url,RE2,256,44.44,0
NonMatch/dom_url,PCRE2,256,23.66,0
NonMatch/dom_url,Hyperscan,256,25.76,0
NonMatch/dom_url,std::regex,256,60.02,0
NonMatch/dom_url,CTRE,512,0.86,0
NonMatch/dom_url,RE2,512,43.78,0
NonMatch/dom_url,PCRE2,512,31.14,0
NonMatch/dom_url,Hyperscan,512,25.53,0
NonMatch/dom_url,std::regex,512,58.46,0
NonMatch/dom_url,CTRE,1024,0.88,0
NonMatch/dom_url,RE2,1024,44.25,0
NonMatch/dom_url,PCRE2,1024,47.90,0
NonMatch/dom_url,Hyperscan,1024,25.27,0
NonMatch/dom_url,std::regex,1024,55.44,0
NonMatch/dom_url,CTRE,2048,0.92,0
NonMatch/dom_url,RE2,2048,44.65,0
NonMatch/dom_url,PCRE2,2048,83.31,0
NonMatch/dom_url,Hyperscan,2048,26.73,0
NonMatch/dom_url,std::regex,2048,55.21,0
NonMatch/dom_url,CTRE,4096,0.96,0
NonMatch/dom_url,RE2,4096,44.66,0
NonMatch/dom_url,PCRE2,4096,156.72,0
NonMatch/dom_url,Hyperscan,4096,26.40,0
NonMatch/dom_url,std::regex,4096,58.27,0
NonMatch/dom_url,CTRE,8192,0.96,0
NonMatch/dom_url,RE2,8192,45.61,0
NonMatch/dom_url,PCRE2,8192,286.65,0
NonMatch/dom_url,Hyperscan,8192,26.13,0
NonMatch/dom_url,std::regex,8192,54.42,0
NonMatch/dom_url,CTRE,16384,0.96,0
NonMatch/dom_url,RE2,16384,46.19,0
NonMatch/dom_url,PCRE2,16384,554.92,0
NonMatch/dom_url,Hyperscan,16384,26.15,0
NonMatch/dom_url,CTRE,32768,1.00,0
NonMatch/dom_url,RE2,32768,43.85,0
NonMatch/dom_url,PCRE2,32768,1220.17,0
