Running category: NonMatch
Pattern,Engine,Input_Size,Time_ns,Matches
NonMatch/dom_suffix,RE2,512,764.86,0
NonMatch/dom_suffix,PCRE2,512,31.31,0
NonMatch/dom_suffix,Hyperscan,512,87.95,0
NonMatch/dom_suffix,std::regex,512,14992.66,0
NonMatch/dom_suffix,CTRE-SIMD,1024,23.74,0
NonMatch/dom_suffix,RE2,1024,1472.37,0
NonMatch/dom_suffix,PCRE2,1024,49.29,0
NonMatch/dom_suffix,Hyperscan,1024,103.90,0
NonMatch/dom_suffix,std::regex,1024,29593.38,0
NonMatch/dom_suffix,CTRE-SIMD,2048,45.71,0
NonMatch/dom_suffix,RE2,2048,2911.35,0
NonMatch/dom_suffix,PCRE2,2048,86.06,0
NonMatch/dom_suffix,Hyperscan,2048,127.69,0
NonMatch/dom_suffix,std::regex,2048,61707.23,0
NonMatch/dom_suffix,CTRE-SIMD,4096,84.71,0
NonMatch/dom_suffix,RE2,4096,5777.94,0
NonMatch/dom_suffix,PCRE2,4096,163.34,0
NonMatch/dom_suffix,Hyperscan,4096,176.20,0
NonMatch/dom_suffix,std::regex,4096,126525.00,0
NonMatch/dom_suffix,CTRE-SIMD,8192,165.53,0
NonMatch/dom_suffix,RE2,8192,11511.93,0
NonMatch/dom_suffix,PCRE2,8192,306.36,0
NonMatch/dom_suffix,Hyperscan,8192,271.30,0
NonMatch/dom_suffix,std::regex,8192,271228.05,0
NonMatch/dom_suffix,CTRE-SIMD,16384,330.55,0
NonMatch/dom_suffix,RE2,16384,22959.85,0
NonMatch/dom_suffix,PCRE2,16384,589.21,0
NonMatch/dom_suffix,Hyperscan,16384,459.63,0
NonMatch/dom_suffix,CTRE-SIMD,32768,773.08,0
NonMatch/dom_suffix,RE2,32768,45840.60,0
NonMatch/dom_suffix,PCRE2,32768,1267.32,0
NonMatch/dom_suffix,Hyperscan,32768,1157.97,0
NonMatch/dom_prefix,CTRE-SIMD,16,0.90,0
NonMatch/dom_prefix,RE2,16,26.77,0
NonMatch/dom_prefix,PCRE2,16,16.19,0
NonMatch/dom_prefix,Hyperscan,16,12.28,0
NonMatch/dom_prefix,std::regex,16,53.05,0
NonMatch/dom_prefix,CTRE-SIMD,32,0.92,0
NonMatch/dom_prefix,RE2,32,45.38,0
NonMatch/dom_prefix,PCRE2,32,16.22,0
NonMatch/dom_prefix,Hyperscan,32,12.58,0
NonMatch/dom_prefix,std::regex,32,60.23,0
NonMatch/dom_prefix,CTRE-SIMD,64,0.97,0
NonMatch/dom_prefix,RE2,64,43.88,0
NonMatch/dom_prefix,PCRE2,64,16.19,0
NonMatch/dom_prefix,Hyperscan,64,12.49,0
NonMatch/dom_prefix,std::regex,64,53.05,0
NonMatch/dom_prefix,CTRE-SIMD,128,0.95,0
NonMatch/dom_prefix,RE2,128,45.46,0
NonMatch/dom_prefix,PCRE2,128,16.20,0
NonMatch/dom_prefix,Hyperscan,128,25.76,0
NonMatch/dom_prefix,std::regex,128,54.90,0
NonMatch/dom_prefix,CTRE-SIMD,256,0.95,0
NonMatch/dom_prefix,RE2,256,44.45,0
NonMatch/dom_prefix,PCRE2,256,16.19,0
NonMatch/dom_prefix,Hyperscan,256,25.79,0
NonMatch/dom_prefix,std::regex,256,57.09,0
NonMatch/dom_prefix,CTRE-SIMD,512,0.99,0
NonMatch/dom_prefix,RE2,512,44.12,0
NonMatch/dom_prefix,PCRE2,512,17.14,0
NonMatch/dom_prefix,Hyperscan,512,25.39,0
NonMatch/dom_prefix,std::regex,512,53.05,0
NonMatch/dom_prefix,CTRE-SIMD,1024,1.01,0
NonMatch/dom_prefix,RE2,1024,44.74,0
NonMatch/dom_prefix,PCRE2,1024,16.29,0
NonMatch/dom_prefix,Hyperscan,1024,25.49,0
NonMatch/dom_prefix,std::regex,1024,55.86,0
NonMatch/dom_prefix,CTRE-SIMD,2048,1.06,0
NonMatch/dom_prefix,RE2,2048,43.85,0
NonMatch/dom_prefix,PCRE2,2048,17.08,0
NonMatch/dom_prefix,Hyperscan,2048,25.24,0
NonMatch/dom_prefix,std::regex,2048,53.09,0
NonMatch/dom_prefix,CTRE-SIMD,4096,1.47,0
NonMatch/dom_prefix,RE2,4096,43.81,0
NonMatch/dom_prefix,PCRE2,4096,16.74,0
NonMatch/dom_prefix,Hyperscan,4096,25.84,0
NonMatch/dom_prefix,std::regex,4096,53.14,0
NonMatch/dom_prefix,CTRE-SIMD,8192,1.15,0
NonMatch/dom_prefix,RE2,8192,45.91,0
NonMatch/dom_prefix,PCRE2,8192,16.22,0
NonMatch/dom_prefix,Hyperscan,8192,26.04,0
NonMatch/dom_prefix,std::regex,8192,53.31,0
NonMatch/dom_prefix,CTRE-SIMD,16384,1.93,0
NonMatch/dom_prefix,RE2,16384,44.46,0
NonMatch/dom_prefix,PCRE2,16384,16.76,0
NonMatch/dom_prefix,Hyperscan,16384,25.60,0
NonMatch/dom_prefix,CTRE-SIMD,32768,1.15,0
NonMatch/dom_prefix,RE2,32768,44.95,0
NonMatch/dom_prefix,PCRE2,32768,16.79,0
NonMatch/dom_prefix,Hyperscan,32768,27.40,0
NonMatch/dom_middle,CTRE-SIMD,16,23.24,0
NonMatch/dom_middle,RE2,16,69.88,0
NonMatch/dom_middle,PCRE2,16,16.68,0
NonMatch/dom_middle,Hyperscan,16,27.30,0
NonMatch/dom_middle,std::regex,16,358.65,0
NonMatch/dom_middle,CTRE-SIMD,32,3.97,0
NonMatch/dom_middle,RE2,32,92.10,0
NonMatch/dom_middle,PCRE2,32,16.96,0
NonMatch/dom_middle,Hyperscan,32,56.95,0
NonMatch/dom_middle,std::regex,32,642.10,0
NonMatch/dom_middle,CTRE-SIMD,64,3.45,0
NonMatch/dom_middle,RE2,64,136.40,0
NonMatch/dom_middle,PCRE2,64,17.52,0
NonMatch/dom_middle,Hyperscan,64,115.63,0
NonMatch/dom_middle,std::regex,64,1049.43,0
NonMatch/dom_middle,CTRE-SIMD,128,4.32,0
NonMatch/dom_middle,RE2,128,224.55,0
NonMatch/dom_middle,PCRE2,128,18.80,0
NonMatch/dom_middle,Hyperscan,128,83.20,0
NonMatch/dom_middle,std::regex,128,3139.53,0
NonMatch/dom_middle,CTRE-SIMD,256,6.79,0
NonMatch/dom_middle,RE2,256,402.45,0
NonMatch/dom_middle,PCRE2,256,22.45,0
NonMatch/dom_middle,Hyperscan,256,84.18,0
NonMatch/dom_middle,std::regex,256,7138.65,0
NonMatch/dom_middle,CTRE-SIMD,512,12.94,0
NonMatch/dom_middle,RE2,512,766.14,0
NonMatch/dom_middle,PCRE2,512,31.47,0
NonMatch/dom_middle,Hyperscan,512,87.26,0
NonMatch/dom_middle,std::regex,512,15248.74,0
NonMatch/dom_middle,CTRE-SIMD,1024,24.42,0
NonMatch/dom_middle,RE2,1024,1470.51,0
NonMatch/dom_middle,PCRE2,1024,50.18,0
NonMatch/dom_middle,Hyperscan,1024,103.54,0
NonMatch/dom_middle,std::regex,1024,28755.65,0
NonMatch/dom_middle,CTRE-SIMD,2048,44.10,0
NonMatch/dom_middle,RE2,2048,2908.09,0
NonMatch/dom_middle,PCRE2,2048,90.94,0
NonMatch/dom_middle,Hyperscan,2048,126.94,0
NonMatch/dom_middle,std::regex,2048,61618.83,0
NonMatch/dom_middle,CTRE-SIMD,4096,85.05,0
NonMatch/dom_middle,RE2,4096,5780.73,0
NonMatch/dom_middle,PCRE2,4096,164.12,0
NonMatch/dom_middle,Hyperscan,4096,176.34,0
NonMatch/dom_middle,std::regex,4096,129930.21,0
NonMatch/dom_middle,CTRE-SIMD,8192,165.81,0
NonMatch/dom_middle,RE2,8192,11453.03,0
NonMatch/dom_middle,PCRE2,8192,306.09,0
NonMatch/dom_middle,Hyperscan,8192,269.53,0
NonMatch/dom_middle,std::regex,8192,280322.31,0
NonMatch/dom_middle,CTRE-SIMD,16384,330.99,0
NonMatch/dom_middle,RE2,16384,22849.13,0
NonMatch/dom_middle,PCRE2,16384,590.63,0
NonMatch/dom_middle,Hyperscan,16384,458.94,0
NonMatch/dom_middle,CTRE-SIMD,32768,774.99,0
NonMatch/dom_middle,RE2,32768,46185.09,0
NonMatch/dom_middle,PCRE2,32768,1270.83,0
NonMatch/dom_middle,Hyperscan,32768,1140.51,0
NonMatch/dom_alt,CTRE-SIMD,16,1.65,0
NonMatch/dom_alt,RE2,16,27.65,0
NonMatch/dom_alt,PCRE2,16,17.78,0
NonMatch/dom_alt,Hyperscan,16,7.15,0
NonMatch/dom_alt,std::regex,16,68.00,0
NonMatch/dom_alt,CTRE-SIMD,32,1.49,0
NonMatch/dom_alt,RE2,32,46.68,0
NonMatch/dom_alt,PCRE2,32,17.21,0
NonMatch/dom_alt,Hyperscan,32,7.19,0
NonMatch/dom_alt,std::regex,32,77.13,0
NonMatch/dom_alt,CTRE-SIMD,64,1.70,0
NonMatch/dom_alt,RE2,64,44.93,0
NonMatch/dom_alt,PCRE2,64,17.72,0
NonMatch/dom_alt,Hyperscan,64,7.19,0
NonMatch/dom_alt,std::regex,64,66.72,0
NonMatch/dom_alt,CTRE-SIMD,128,1.70,0
NonMatch/dom_alt,RE2,128,46.68,0
NonMatch/dom_alt,PCRE2,128,17.33,0
NonMatch/dom_alt,Hyperscan,128,7.32,0
NonMatch/dom_alt,std::regex,128,73.75,0
NonMatch/dom_alt,CTRE-SIMD,256,1.77,0
NonMatch/dom_alt,RE2,256,46.06,0
NonMatch/dom_alt,PCRE2,256,18.16,0
NonMatch/dom_alt,Hyperscan,256,7.21,0
NonMatch/dom_alt,std::regex,256,72.81,0
NonMatch/dom_alt,CTRE-SIMD,512,1.76,0
NonMatch/dom_alt,RE2,512,46.51,0
NonMatch/dom_alt,PCRE2,512,17.25,0
NonMatch/dom_alt,Hyperscan,512,7.24,0
NonMatch/dom_alt,std::regex,512,72.33,0
NonMatch/dom_alt,CTRE-SIMD,1024,1.85,0
NonMatch/dom_alt,RE2,1024,46.57,0
NonMatch/dom_alt,PCRE2,1024,17.28,0
NonMatch/dom_alt,Hyperscan,1024,7.84,0
NonMatch/dom_alt,std::regex,1024,73.25,0
NonMatch/dom_alt,CTRE-SIMD,2048,2.62,0
NonMatch/dom_alt,RE2,2048,45.54,0
NonMatch/dom_alt,PCRE2,2048,17.75,0
NonMatch/dom_alt,Hyperscan,2048,7.35,0
NonMatch/dom_alt,std::regex,2048,68.76,0
NonMatch/dom_alt,CTRE-SIMD,4096,2.02,0
NonMatch/dom_alt,RE2,4096,46.07,0
NonMatch/dom_alt,PCRE2,4096,17.28,0
NonMatch/dom_alt,Hyperscan,4096,7.90,0
NonMatch/dom_alt,std::regex,4096,67.67,0
NonMatch/dom_alt,CTRE-SIMD,8192,1.90,0
NonMatch/dom_alt,RE2,8192,46.23,0
NonMatch/dom_alt,PCRE2,8192,17.30,0
NonMatch/dom_alt,Hyperscan,8192,8.85,0
NonMatch/dom_alt,std::regex,8192,67.83,0
NonMatch/dom_alt,CTRE-SIMD,16384,1.98,0
NonMatch/dom_alt,RE2,16384,46.78,0
NonMatch/dom_alt,PCRE2,16384,17.34,0
NonMatch/dom_alt,Hyperscan,16384,8.69,0
NonMatch/dom_alt,CTRE-SIMD,32768,1.68,0
NonMatch/dom_alt,RE2,32768,46.44,0
NonMatch/dom_alt,PCRE2,32768,17.81,0
NonMatch/dom_alt,Hyperscan,32768,7.33,0
NonMatch/region_suffix,CTRE-SIMD,16,2.16,0
NonMatch/region_suffix,RE2,16,28.43,0
NonMatch/region_suffix,PCRE2,16,17.35,0
NonMatch/region_suffix,Hyperscan,16,7.16,0
NonMatch/region_suffix,std::regex,16,99.11,0
NonMatch/region_suffix,CTRE-SIMD,32,1.93,0
NonMatch/region_suffix,RE2,32,46.72,0
NonMatch/region_suffix,PCRE2,32,17.41,0
NonMatch/region_suffix,Hyperscan,32,7.19,0
NonMatch/region_suffix,std::regex,32,104.29,0
NonMatch/region_suffix,CTRE-SIMD,64,2.01,0
NonMatch/region_suffix,RE2,64,46.16,0
NonMatch/region_suffix,PCRE2,64,18.22,0
NonMatch/region_suffix,Hyperscan,64,7.17,0
NonMatch/region_suffix,std::regex,64,99.55,0
NonMatch/region_suffix,CTRE-SIMD,128,2.11,0
NonMatch/region_suffix,RE2,128,45.86,0
NonMatch/region_suffix,PCRE2,128,17.67,0
NonMatch/region_suffix,Hyperscan,128,7.17,0
NonMatch/region_suffix,std::regex,128,99.11,0
NonMatch/region_suffix,CTRE-SIMD,256,2.22,0
NonMatch/region_suffix,RE2,256,48.05,0
NonMatch/region_suffix,PCRE2,256,17.43,0
NonMatch/region_suffix,Hyperscan,256,7.23,0
NonMatch/region_suffix,std::regex,256,101.56,0
NonMatch/region_suffix,CTRE-SIMD,512,2.20,0
NonMatch/region_suffix,RE2,512,45.95,0
NonMatch/region_suffix,PCRE2,512,17.43,0
NonMatch/region_suffix,Hyperscan,512,7.80,0
NonMatch/region_suffix,std::regex,512,100.53,0
NonMatch/region_suffix,CTRE-SIMD,1024,2.12,0
NonMatch/region_suffix,RE2,1024,46.25,0
NonMatch/region_suffix,PCRE2,1024,18.38,0
NonMatch/region_suffix,Hyperscan,1024,7.29,0
NonMatch/region_suffix,std::regex,1024,102.74,0
NonMatch/region_suffix,CTRE-SIMD,2048,2.19,0
NonMatch/region_suffix,RE2,2048,45.79,0
NonMatch/region_suffix,PCRE2,2048,17.44,0
NonMatch/region_suffix,Hyperscan,2048,7.28,0
NonMatch/region_suffix,std::regex,2048,102.68,0
NonMatch/region_suffix,CTRE-SIMD,4096,2.42,0
NonMatch/region_suffix,RE2,4096,46.72,0
NonMatch/region_suffix,PCRE2,4096,17.50,0
NonMatch/region_suffix,Hyperscan,4096,7.85,0
NonMatch/region_suffix,std::regex,4096,101.34,0
NonMatch/region_suffix,CTRE-SIMD,8192,2.46,0
NonMatch/region_suffix,RE2,8192,47.00,0
NonMatch/region_suffix,PCRE2,8192,18.04,0
NonMatch/region_suffix,Hyperscan,8192,8.17,0
NonMatch/region_suffix,std::regex,8192,102.22,0
NonMatch/region_suffix,CTRE-SIMD,16384,2.32,0
NonMatch/region_suffix,RE2,16384,46.35,0
NonMatch/region_suffix,PCRE2,16384,17.94,0
NonMatch/region_suffix,Hyperscan,16384,7.38,0
NonMatch/region_suffix,CTRE-SIMD,32768,2.37,0
NonMatch/region_suffix,RE2,32768,45.86,0
NonMatch/region_suffix,PCRE2,32768,17.41,0
NonMatch/region_suffix,Hyperscan,32768,7.56,0
NonMatch/dom_url,CTRE-SIMD,16,0.80,0
NonMatch/dom_url,RE2,16,26.71,0
NonMatch/dom_url,PCRE2,16,17.48,0
NonMatch/dom_url,Hyperscan,16,12.28,0
NonMatch/dom_url,std::regex,16,55.23,0
NonMatch/dom_url,CTRE-SIMD,32,0.82,0
NonMatch/dom_url,RE2,32,44.92,0
NonMatch/dom_url,PCRE2,32,16.97,0
NonMatch/dom_url,Hyperscan,32,12.38,0
NonMatch/dom_url,std::regex,32,54.68,0
NonMatch/dom_url,CTRE-SIMD,64,0.93,0
NonMatch/dom_url,RE2,64,44.54,0
NonMatch/dom_url,PCRE2,64,18.56,0
NonMatch/dom_url,Hyperscan,64,14.13,0
NonMatch/dom_url,std::regex,64,54.70,0
NonMatch/dom_url,CTRE-SIMD,128,0.87,0
NonMatch/dom_url,RE2,128,44.96,0
NonMatch/dom_url,PCRE2,128,18.67,0
NonMatch/dom_url,Hyperscan,128,26.39,0
NonMatch/dom_url,std::regex,128,54.69,0
NonMatch/dom_url,CTRE-SIMD,256,0.88,0
NonMatch/dom_url,RE2,256,44.32,0
NonMatch/dom_url,PCRE2,256,23.38,0
NonMatch/dom_url,Hyperscan,256,26.01,0
NonMatch/dom_url,std::regex,256,60.11,0
NonMatch/dom_url,CTRE-SIMD,512,0.89,0
NonMatch/dom_url,RE2,512,44.65,0
NonMatch/dom_url,PCRE2,512,30.54,0
NonMatch/dom_url,Hyperscan,512,25.55,0
NonMatch/dom_url,std::regex,512,54.69,0
NonMatch/dom_url,CTRE-SIMD,1024,0.92,0
NonMatch/dom_url,RE2,1024,44.17,0
NonMatch/dom_url,PCRE2,1024,48.36,0
NonMatch/dom_url,Hyperscan,1024,25.38,0
NonMatch/dom_url,std::regex,1024,54.70,0
